152,42,0,20,0,36,0,1
153,42,0,19.33,0.47,35,1.41,1
154,42,0,21,0,33,0,1
155,41,1.22,22.5,1.12,33.5,0.87,1
156,39,0.82,24,0,33,0,1
157,39,0,24,0,33,0,1
158,39,0,24,0,33,0,1
159,39,0,24,0,35.75,0.43,1
160,38.75,0.43,24,0,35.25,1.3,1
161,38.75,0.43,24,0,35.25,1.3,1
162,38.5,0.5,24,0,33.75,1.3,1
163,38.5,0.5,24,0,33.75,1.3,1
164,38,1,24,0,33,0,1
165,38.25,0.83,24,0,34,1.41,1
166,38.5,0.5,24,0,34,1.41,1
167,38.5,0.5,24,0,36,0,1
168,38.67,0.47,24,0,35,1.41,1
169,38.75,0.43,24,0,36,0,1
170,38.5,0.5,24.75,0.43,35.25,1.3,1
171,38.33,0.47,25.67,0.94,33,0,1
172,38.75,0.43,24,0,33.75,1.3,1
173,39,0,19.25,1.64,36,0,1
174,39,0,17.75,0.43,35.25,1.3,1
175,39.5,0.5,15.25,1.79,36,0,1
176,41.25,0.43,15,0.71,36,0,1
177,41.75,0.43,16,0,36,0,1
178,41.25,0.83,14.75,0.43,36,0,1
179,41.5,0.5,14.25,0.43,36,0,1
180,41.25,0.83,15.5,0.5,35.25,0.83,1
181,41.25,0.83,16,0,34.5,1.5,1
182,41,1,16,0,35.25,1.3,1
183,41.5,0.5,15.25,0.43,36,0,1
184,41.25,0.83,16,0,36,0,1
185,41,1,16,0,36,0,1
186,40.5,0.5,16,0,36,0,1
187,41,1,16,0,36,0,1
188,40.67,0.47,16,0,36,0,1
189,40.5,0.5,16,0,36,0,1
190,40.75,0.83,16.25,0.43,36,0,1
191,40.67,0.94,16,0,36,0,1
192,40.5,0.5,16,0,36,0,1
193,40.5,0.5,15.67,0.47,36,0,1
194,40.5,0.5,16,0,36,0,1
195,40.75,0.83,16,0,36,0,1
196,41,1,17,0,36,0,1
197,40.75,0.83,17,0,36,0,1
198,40.75,0.83,17,0,36,0,1
199,40.5,0.5,17,0,36,0,1
200,40.5,0.5,16.75,0.43,36,0,1
201,40.5,0.5,17,0,36,0,1
202,40.5,0.5,16.33,0.47,36,0,1
203,40.75,0.83,16.67,0.47,36,0,1
204,40.5,0.5,17,0,36,0,1
205,40.5,0.5,16.67,0.47,36,0,1
206,40.67,0.47,17,0,36,0,1
207,40.25,0.83,16.75,0.43,36,0,1
208,40.33,0.47,17,0,36,0,1
209,40.5,0.5,16.67,0.47,36,0,1
210,40,1,17,0,36,0,1
211,40.25,0.83,16.75,0.43,35.25,1.3,1
212,40.5,0.5,17,0.71,36,0,1
213,40.5,0.5,17,0,36,0,1
214,40.5,0.5,18,0,36,0,1
215,40.25,0.83,17.25,0.83,36,0,1
216,40.67,0.47,17,0,36,0,1
217,40.5,0.5,16.75,0.43,36,0,1
218,40.5,0.5,16,0,35.25,1.3,1
219,40.67,0.47,16.75,0.83,36,0,1
220,40.67,0.47,17.25,0.83,36,0,1
221,40.25,0.83,15.25,0.83,33.75,1.3,1
222,40.33,0.47,11.33,2.49,34.5,1.5,1
223,40.25,0.83,4,1.22,34.5,1.5,1
224,40,1,4,1,34.25,1.3,1
225,40.25,0.83,4.25,2.17,34.5,1.5,1
226,40.25,0.83,5.75,1.3,34.5,1.5,1
227,40.5,0.5,11,1.87,35.75,0.43,1
228,40.5,0.5,10.25,2.28,33.75,1.3,1
229,40,1,10.25,1.92,34.5,1.5,1
230,40,1,12,0.71,35.5,0.87,1
231,39.33,0.47,11.33,0.47,36,0,1
232,40,1,9.33,3.09,34,1.41,1
233,40,0.71,9.25,2.68,33.75,1.3,1
234,40,1,12,0,33.75,1.3,1
235,39.33,0.47,10,1.87,34,1.41,1
236,39,0,15.33,3.09,36,0,1
237,39,0,18,0,36,0,1
238,39,0,18,0,36,0,1
239,39.71,0.8,18.92,2.93,36.17,0.37,1
240,39.71,0.8,18.92,2.93,36.17,0.37,1
241,39.5,1.12,22,0.82,36.67,0.94,1
242,37.25,1.3,24,0,37.5,1.5,1
243,38.5,0.5,22,1.22,37,1,1
244,38.75,0.43,21.75,0.83,35.25,1.3,1
245,39,0,19.75,1.64,32.75,0.43,1
246,39,0,15.5,4.27,33.75,1.92,1
247,39.25,0.43,22.33,0.94,36.33,0.47,1
248,39.5,0.5,24,0,36.75,0.83,1
249,39.25,0.43,15.5,1.12,33.5,1.5,1
250,39.33,0.47,19.5,4.39,37,0.82,1
251,39.5,0.5,22,2.12,36.25,0.43,1
252,39,0,17,1.22,36,0,1
253,39.33,0.47,17,0,36,0,1
254,40.5,0.5,17.75,0.43,36,0,1
255,39.8,0.75,15,1.1,35.25,1.3,1
256,39.33,0.47,12.5,2.5,36.75,0.83,1
257,39.25,0.43,19.25,1.3,37,1,1
258,39,0,18.5,2.29,37,1,1
259,39,0,13.5,0.5,36,0,1
260,39.25,0.43,15,2.12,36.25,0.43,1
261,40.25,0.83,16,1.22,36.5,0.5,1
262,40.75,0.83,11.67,2.36,36,0,1
263,39.75,0.83,12.75,1.3,36.25,0.43,1
264,39.5,0.5,12,2.45,36,0,1
265,39.5,0.5,10.5,2.96,36.25,0.43,1
266,39.25,0.43,15.25,1.79,35.25,1.3,1
267,39.67,0.47,14.5,1.12,36,0,1
268,39.5,0.5,9.25,4.55,36,0,1
269,39.33,0.47,8,3.27,36,0,1
270,39.33,0.47,15,0.82,36,0,1
271,39.75,0.43,18.25,0.83,36,0,1
272,40,1,16.75,1.3,36,0,1
273,40.25,0.83,17.5,1.8,34.5,1.5,1
274,40.5,0.5,19.33,0.47,34.5,1.5,1
275,40,1,18.33,0.47,35,1.41,1
276,39.5,0.5,20.33,0.94,36,0,1
277,39.33,0.47,22.2,1.47,36.6,0.8,1
278,39,0,24,0,37.33,0.94,1
279,38.5,0.5,24,0,36.5,0.5,1
280,38.5,0.5,23.5,0.5,36.5,0.5,1
281,39,0,24,0,36.75,0.83,1
282,38.33,0.47,20.67,2.36,36,0,1
283,38,1,14.25,1.3,36,0,1
284,38.25,0.83,16.25,1.92,36.25,0.43,1
285,38.5,0.5,17.75,1.79,36,0,1
286,38,1,12.25,1.09,36,0,1
287,38.5,0.5,17.25,2.49,36.25,0.43,1
288,38.5,0.5,23.75,0.43,36.75,0.83,1
289,39,0,24.25,0.43,37,1,1
290,39,0,23.67,0.47,36.67,0.94,1
291,39,0,19.5,1.12,36.25,0.43,1
292,39,0,21.25,1.79,36.25,0.43,1
293,39,0,22.25,1.3,35.5,0.87,1
294,39,0,19.67,1.25,36,0,1
295,39,0,21.25,0.43,36.25,0.43,1
296,39,0,23.5,0.5,36.67,0.47,1
297,39.25,0.43,20.33,0.94,36,0,1
298,39,0,20,1,36.33,0.47,1
299,39,0,23.5,0.5,36.67,0.94,1
300,39,0,24,0,37,1,1
301,39,0,24,0,37,1,1
302,39,0,22.67,1.25,36.33,0.47,1
303,38.75,0.43,24,0,36.75,0.83,1
304,39,0,25.25,0.83,37.5,1.5,1
305,39.25,0.43,24,0,37,1,1
306,39.25,0.43,24.75,0.83,36.5,0.5,1
307,39,0,26.5,0.5,36.5,0.5,1
308,38.5,0.5,27.25,0.43,36.75,0.83,1
309,38.5,0.5,27,0.71,37.25,1.3,1
310,39,0,24.75,2.28,37.75,1.3,1
311,39,0,16.25,1.64,36.75,0.83,1
312,39,0,12.25,2.59,36,0,1
313,38.5,0.5,12,0,36.25,0.43,1
314,38.25,0.83,14,1.58,36,0,1
315,38.75,0.43,13,1.22,36.25,0.43,1
316,39,0,18.5,1.5,36.5,0.87,1
317,39,0,22,0.71,37,1,1
318,39.5,0.5,21.25,0.43,37,1,1
319,39.5,0.5,21.75,0.43,37,1,1
320,39.5,0.5,23.5,0.87,37.75,1.3,1
321,39.5,0.5,23.33,0.47,37.67,0.94,1
322,39.5,0.5,23.75,0.43,37.75,1.3,1
323,39,0,21,0.71,37.25,1.3,1
324,39.33,0.47,22,1.22,37.33,0.94,1
325,39,0,25,0.82,37.33,1.25,1
326,39,0,24,0,37.5,1.12,1
327,39.33,0.47,25.33,1.25,37.25,1.3,1
328,39,0,25.25,1.09,38,1,1
329,39,0,24,0.71,38.25,0.83,1
330,39,0,19,1.73,37,0.71,1
331,39,0,18.5,0.5,36.75,0.83,1
332,39,0,21.75,2.49,38,1.22,1
333,39.25,0.43,24,0,37.5,1.5,1
334,39,0,21.67,1.7,37,0.82,1
335,39.25,0.43,15,0,36,0,1
336,39,0,19,2.74,36.5,0.87,1
337,39,0,22,1.22,37,1,1
338,39,0,20,5.34,38,0.82,1
339,39,0,15.25,2.17,36.5,0.5,1
340,39,0,21,1.87,36.5,0.5,1
341,39,0,24,0,37.25,1.3,1
342,39,0,25.25,0.43,37.75,1.3,1
343,39,0,23.5,0.87,36.25,0.43,1
344,39.25,0.43,24,0,36.25,0.43,1
345,39.5,0.5,23.75,0.43,36,0,1
346,39,0,23.75,0.43,36,0,1
347,39.5,0.5,23.25,0.43,36,0,1
348,39.5,0.5,23.25,0.43,36,0,1
349,39.25,0.43,23.33,0.47,36,0,1
350,39.25,0.43,24,0,36.33,0.47,1
351,39,0,23.75,0.43,36.5,0.5,1
352,39.67,0.47,24,0,37,0.82,1
353,39.5,0.5,24,0,36.5,0.5,1
354,39.25,0.43,18.5,4.33,34.5,1.5,1
355,39,0,21.67,0.94,32.75,0.43,1
356,39.25,0.43,19.75,2.95,32.75,0.43,1
357,38.75,0.43,22,1.22,33,0,1
358,39,0,14.75,3.7,36,1.87,1
359,39.25,0.43,8.75,1.64,35.5,1.5,1
360,39,0,12.5,1.5,33,0,1
361,39,0,10.5,1.66,36,1.87,1
362,39.25,0.43,14,4.64,36,0,1
363,39,0,20.75,0.43,36.25,0.43,1
364,39,0,18.33,2.49,35.25,1.3,1
365,39,0,15.5,4.39,34.5,1.5,1
366,39,0,14,1.58,33.75,1.3,1
367,39.25,0.43,11.5,5.5,36,0,1
368,39.25,0.43,15.25,1.09,36.5,0.5,1
369,39.33,0.47,16.75,1.3,36.33,0.47,1
370,39.25,0.43,12.75,3.77,36.5,0.5,1
371,39.75,0.83,21,0,37,1.22,1
372,39.67,0.47,16.75,1.3,35.33,1.7,1
373,39,0,17.75,2.28,36,0,1
374,40.75,1.09,20.75,1.09,35.25,1.3,1
375,40.67,1.25,20.67,1.7,33,0,1
376,39.75,0.83,18.75,0.83,32.75,0.43,1
377,39,0,16.75,1.3,32,0,1
378,39.25,0.43,19,1,32.5,0.5,1
379,39.75,0.83,18.25,0.43,33,0,1
380,39.6,0.49,13,2.97,32.75,0.43,1
381,39.33,0.47,9.67,2.62,32.5,0.5,1
382,39.25,0.43,9.67,1.7,31.75,0.43,1
383,39.25,0.43,12.75,0.83,32,0,1
384,39,0,11.75,1.79,32,0,1
385,39,0,11,2.74,32.25,0.43,1
386,39.5,0.5,13.75,1.09,32.75,0.43,1
387,39.75,0.83,14.75,0.43,32.5,0.5,1
388,39.25,0.43,13.5,1.12,32.25,0.43,1
389,39.5,0.5,16.75,1.64,32.25,0.43,1
390,39.25,0.43,17,1.22,33,0,1
391,39.25,0.83,21.5,0.87,34.5,1.5,1
392,38.75,0.43,22,0.71,35,1.22,1
393,39.25,0.43,22.75,1.09,35.25,1.3,1
394,38.33,0.47,16.33,1.7,34.5,1.5,1
395,39.25,0.43,21.25,2.68,32.75,0.43,1
396,39,0.71,22,0.71,33,0,1
397,38.5,0.5,21.25,0.43,33,0,1
398,38.75,0.43,22,0,33,0,1
399,39.75,0.83,23.33,0.94,31.33,0.47,1
400,40.5,0.5,23.5,0.5,30.5,0.5,1
401,41,0.71,21,0,30,0,1
402,42,0,23.33,0.47,30.5,0.5,1
403,44,0.82,26.25,1.92,31,0,1
404,45,0,29.5,0.5,30,0,1
405,45,0,27.5,0.5,30,0,1
406,44.67,0.47,25.67,0.47,30,0,1
407,42.75,1.3,23.75,1.48,29.75,0.43,1
408,42,0,21.67,0.47,29.67,0.47,1
409,42,0,22.5,0.5,30,0,1
410,42,0,24,0,29.75,0.43,1
411,42,0,22.5,0.5,29.75,0.43,1
412,42,0,21,0,30,0,1
413,42,0,22.5,1.12,29.75,0.43,1
414,42.5,0.5,23.25,0.43,30,0,1
415,42.25,0.43,22.5,1.5,29.25,0.83,1
416,42,0,21,0,29.33,0.47,1
417,42,0,21.75,0.43,30,0,1
418,42,0,21.5,0.5,30,0,1
419,42,0,21.5,0.5,30,0,1
420,42,0,21.25,0.43,30,0,1
421,42,0,19,0,29.67,0.47,1
422,42,0,19.25,0.43,29.5,0.5,1
423,42,0,19.25,0.43,29.75,0.43,1
424,42,0,18.75,0.43,29.5,0.5,1
425,42,0,19.67,0.47,29.75,0.43,1
426,42,0,20,0,30,0,1
427,42,0,19.75,0.43,30,0,1
428,42,0,19,0,30,0,1
429,42,0,18.75,0.43,30,0,1
430,42,0,18.33,0.47,30,0,1
431,41.5,0.5,20.25,0.83,30.5,0.5,1
432,41.25,0.83,20,3.08,30.75,1.3,1
433,41.75,0.43,20.5,1.12,34.5,1.5,1
434,41.5,0.5,18.33,0.47,33,0,1
435,41.5,0.5,18,0.71,32.25,0.83,1
436,41.5,0.5,21,0.82,35,1.41,1
437,41.5,0.5,23.33,0.47,36,0,1
438,42,0,21.33,2.05,36.33,0.47,1
439,42,0,13,1.41,37.75,1.3,1
440,42,0,11.5,0.87,37,1,1
441,41.5,0.5,18.25,3.27,36.25,0.43,1
442,41.75,0.43,21,0,34.5,1.5,1
443,42,0,23.25,0.83,33,0,1
444,42,0,25,0.71,33.75,1.3,1
445,42,0,24.67,0.47,33,0,1
446,42.75,0.43,24.25,0.43,32,0.71,1
447,43.75,0.43,25.5,0.5,31,0.71,1
448,43.75,0.43,26,0.71,31.25,0.43,1
449,43.5,0.5,25.75,0.83,30.25,0.43,1
450,43.67,0.47,25,0.82,30,0,1
451,43.5,0.5,25.5,1.12,30.25,0.43,1
452,43.67,0.47,24.5,0.5,31,0,1
453,43.5,0.5,24.33,0.47,31,0,1
454,42.5,0.5,24.5,0.5,31,0.71,1
455,42.75,0.83,24.75,0.43,31.75,0.43,1
456,42.75,0.83,24.25,0.43,31.5,0.5,1
457,43,1,24,0,31.5,0.5,1
458,43.25,0.83,24,0,32,0,1
459,43,0,25,0.71,32,0,1
460,42.75,0.83,25.25,0.43,31.75,0.43,1
461,41.75,0.43,25,0.71,30.25,0.43,1
462,42,0,24.33,0.47,31.33,0.94,1
463,42,0,24.33,0.47,30,0,1
464,42.25,0.43,24.75,0.83,30.25,0.43,1
465,42,0,24.5,0.5,31,0,1
466,42,0,24,0,29.33,0.94,1
467,42,0,24.33,0.47,27.25,0.43,1
468,42.5,0.5,25,0,29.75,0.43,1
469,43.25,0.83,26,0.71,30,0,1
470,43.5,0.5,25.75,1.09,30.25,0.43,1
471,43.5,0.5,25.5,0.5,30.5,0.5,1
472,43.5,0.5,24.75,0.83,30,0,1
473,43.5,0.5,25,0.71,30,0,1
474,43.5,0.5,24.67,0.47,30,0,1
475,44,0,24.8,0.4,30,0,1
476,43.33,0.47,25,0,30,0,1
477,43.5,0.5,25.5,0.5,30,0,1
478,43.5,0.5,24.75,0.43,30,0,1
479,43.5,0.5,24.33,0.47,30,0,1
480,43.5,0.5,24.25,0.43,30,0,1
481,43.67,0.47,24.75,0.43,30,0,1
482,43.33,0.47,25.33,0.47,30,0,1
483,42.75,0.83,25.25,0.83,30.5,0.5,1
484,41.75,0.43,20.5,3.35,30.75,0.83,1
485,42.5,0.5,20.75,4.55,31.75,0.43,1
486,43.5,0.5,24,0,32,0,1
487,42.75,0.43,22.67,1.25,32,0,1
488,43.67,0.47,13,4.64,30,0,1
489,43.5,0.5,20,1.22,30,0,1
490,43.67,0.47,15.67,0.47,31.25,1.09,1
491,43.75,0.43,19,2,32.75,0.43,1
492,44,0.71,15.75,2.59,32.5,0.5,1
493,44,0.71,13.33,0.94,33,0,1
494,43.67,0.47,12,0.82,33,0,1
495,43.5,0.5,8.25,3.27,32.5,0.5,1
496,43.5,0.5,7,0.82,32.67,0.47,1
497,43.67,0.47,11.25,1.92,32,0,1
498,43.5,0.5,15.5,5.5,32.25,0.43,1
499,43.33,0.47,18.67,2.87,32.25,0.43,1
500,43.5,0.5,19.75,2.86,33.5,1.5,1
501,44.25,0.83,22.75,0.83,33,0,1
502,43.75,0.43,17.25,4.15,32.5,0.5,1
503,43.5,0.5,14.75,0.43,32,0,1
504,43.5,0.5,15,1.41,32.25,0.43,1
505,43.5,0.5,14.75,1.09,32.5,0.5,1
506,43.5,0.5,20.5,3.57,33.5,1.5,1
507,43.75,0.43,24,0,33,0,1
508,43.67,0.47,24,0,33,0,1
509,43.5,0.5,24,0,33,0,1
510,43.75,0.43,23.75,0.43,33,0,1
511,43.33,0.47,24,0,33,0,1
512,43.33,0.47,22.33,0.47,33,0,1
513,43.5,0.5,23,1.73,32.5,0.5,1
514,43.5,0.5,19.5,2.6,32.25,0.43,1
515,43.5,0.5,18,1.22,32.25,0.43,1
516,43.5,0.5,20.25,0.83,33,0,1
517,43.5,0.5,20.25,0.43,33,0,1
518,43.25,0.83,20,0.71,32,0,1
519,43.5,0.5,24,0,33,0,1
520,43,0.71,23.25,0.43,33,0,1
521,43.25,0.83,23,0.82,33,0,1
522,43.33,0.94,23.5,0.5,33,0,1
523,43.25,0.83,21.25,0.43,33,0,1
524,43.67,0.47,22.5,0.5,33,0,1
525,43.5,0.5,24,0,33.75,1.3,1
526,43.33,0.47,18,0,33,0,1
527,43,0.82,18,0,33,0,1
528,43,0.71,18.25,0.43,33,0,1
529,43.5,0.5,18.5,1.12,32.75,0.43,1
530,43.5,0.5,20.5,2.69,32.75,0.43,1
531,43.25,0.83,21.5,0.5,32.5,0.5,1
532,43.25,0.83,21.33,0.47,33,0,1
533,43.5,0.5,22.5,0.87,33,0,1
534,43.33,0.47,24,0,34,1.41,1
535,43,0.82,18.33,0.47,34.5,1.5,1
536,43.33,0.47,22,2.83,33,0,1
537,43.5,0.5,18.25,0.43,33,0,1
538,43.25,0.83,19.75,0.43,33,0,1
539,43.5,0.5,23.5,0.5,33,0,1
540,43.25,0.83,22.75,0.43,33,0,1
541,43.5,0.5,23.75,0.43,33,0,1
542,43.5,0.5,21.75,0.43,33,0,1
543,43.5,0.5,21.25,0.83,32.5,0.87,1
544,43.5,0.5,24,0,33,0,1
545,43.5,0.5,20.33,2.62,32.33,0.47,1
546,43.5,0.5,18,0,32.5,0.5,1
547,43.5,0.5,17.5,1.12,31.75,0.43,1
548,43.5,0.5,16.75,0.83,30.75,0.43,1
549,43.67,0.47,23.5,0.5,33,0,1
550,43.4,0.49,24,0,33,0,1
551,43,0.82,24,0,34,1.41,1
552,43.67,0.47,20.5,2.6,33,0,1
553,43.33,0.47,24,0,33.75,1.3,1
554,43.5,0.5,23.75,0.43,33.5,0.87,1
555,43.5,0.5,21,3,32.25,0.43,1
556,43.5,0.5,17.25,0.83,32.25,0.43,1
557,43.33,0.47,14.33,0.47,32.5,0.5,1
558,43,0.82,12,0,32.75,0.43,1
559,43.5,0.5,13.75,1.09,33,0,1
560,43.5,0.5,9.5,1.5,33,0,1
561,43.5,0.5,12,0.71,33,0,1
562,43.5,0.5,18.25,3.27,33,0,1
563,43.5,0.5,17.67,0.47,33,0,1
564,43.67,0.47,18.25,0.43,32.67,0.47,1
565,43.25,0.83,19.75,1.09,33,0,1
566,42,0,20.5,1.5,36,0,1
567,42.67,0.47,20.75,0.43,36,0,1
568,42.5,0.5,21.75,0.83,36,0,1
569,43.5,0.5,21.5,0.5,36,0,1
570,42.67,0.47,21.33,0.47,35.25,1.3,1
571,43,0.71,21,0,35,1.22,1
572,42.75,0.83,21,0,35.25,1.3,1
573,42.5,0.5,22.5,0.5,36,0,1
574,42.75,0.43,21.5,0.5,36,0,1
575,42.5,0.5,19.25,1.09,34.5,1.5,1
576,42.5,0.5,22,0,36,0,1
577,42.5,0.5,21.25,0.43,35,1.22,1
578,42.5,0.5,21.75,0.83,34.5,1.5,1
579,42.5,0.5,22.33,0.47,35,1.41,1
580,42.67,0.47,21.25,0.43,34,1.41,1
581,42.5,0.5,20.5,0.5,35.25,1.3,1
582,42.5,0.5,20.5,0.5,36,0,1
583,42.33,0.47,20.67,0.47,36,0,1
584,42.5,0.5,20.5,0.5,35,1.22,1
585,42.25,0.43,19.5,1.5,34.5,1.5,1
586,42.5,0.5,16.25,1.09,33,0,1
587,42.5,0.5,16.25,0.43,33.75,1.3,1
588,42.5,0.5,19.5,0.5,36,0,1
589,42.5,0.5,19,1.22,35.25,1.3,1
590,42.5,0.5,18.33,3.09,35,1.41,1
591,42.5,0.5,21,0,36,0,1
592,42.5,0.5,21,0,35.67,0.47,1
593,42.67,0.47,21,0,34,1.41,1
594,42.5,0.5,21,0,35,1.41,1
595,42,0,18.5,1.5,33,0,1
596,42.33,0.47,18,0,33,0,1
597,42.25,0.43,19.25,0.83,33,0,1
598,42,0,19.33,0.47,33,0,1
599,42,0,19.5,0.5,33,0,1
600,42.25,0.43,20.25,1.79,35,1.22,1
601,42.25,0.43,21,0,33.75,1.3,1
602,42.25,0.43,21.25,0.43,34.5,1.5,1
603,42.25,0.43,21,0,36,0,1
