99,0.22,0.21,0.34,0.42,1
100,0.39,0.33,0.53,0.50,1
101,0.56,0.54,0.85,1.00,2
102,0.42,0.29,0.69,0.75,2
103,0.78,0.42,0.83,0.83,2
104,0.56,0.37,0.78,0.71,2
105,0.61,0.42,0.81,0.88,2
106,0.92,0.42,0.95,0.83,2
107,0.17,0.21,0.59,0.67,2
108,0.83,0.37,0.90,0.71,2
109,0.67,0.21,0.81,0.71,2
110,0.81,0.67,0.86,1.00,2
111,0.61,0.50,0.69,0.79,2
112,0.58,0.29,0.73,0.75,2
113,0.69,0.42,0.76,0.83,2
114,0.39,0.21,0.68,0.79,2
115,0.42,0.33,0.69,0.96,2
116,0.58,0.50,0.73,0.92,2
117,0.61,0.42,0.76,0.71,2
118,0.94,0.75,0.97,0.88,2
119,0.94,0.25,1.00,0.92,2
120,0.47,0.08,0.68,0.58,2
121,0.72,0.50,0.80,0.92,2
122,0.36,0.33,0.66,0.79,2
123,0.94,0.33,0.97,0.79,2
124,0.56,0.29,0.66,0.71,2
125,0.67,0.54,0.80,0.83,2
126,0.81,0.50,0.85,0.71,2
127,0.53,0.33,0.64,0.71,2
128,0.50,0.42,0.66,0.71,2
129,0.58,0.33,0.78,0.83,2
130,0.81,0.42,0.81,0.62,2
131,0.86,0.33,0.86,0.75,2
132,1.00,0.75,0.92,0.79,2
133,0.58,0.33,0.78,0.88,2
134,0.56,0.33,0.69,0.58,2
135,0.50,0.25,0.78,0.54,2
136,0.94,0.42,0.86,0.92,2
137,0.56,0.58,0.78,0.96,2
138,0.58,0.46,0.76,0.71,2
139,0.47,0.42,0.64,0.71,2
140,0.72,0.46,0.75,0.83,2
141,0.67,0.46,0.78,0.96,2
142,0.72,0.46,0.69,0.92,2
143,0.42,0.29,0.69,0.75,2
144,0.69,0.50,0.83,0.92,2
145,0.67,0.54,0.80,1.00,2
146,0.67,0.42,0.71,0.92,2
147,0.56,0.21,0.68,0.75,2
148,0.61,0.42,0.71,0.79,2
149,0.53,0.58,0.75,0.92,2
150,0.44,0.42,0.69,0.71,2
